ICOUNT,MIN,AVG,MAX
202,204.30,204.41,204.63
203,220.41,220.57,220.91
204,226.33,226.46,227.47
205,289.19,293.05,295.28
206,280.93,281.44,282.08
207,313.61,314.15,316.12
208,319.80,319.97,320.95
209,322.86,325.99,327.43
210,327.38,327.58,328.20
211,327.54,327.72,327.94
212,327.39,327.62,328.14
213,327.44,327.70,329.09
214,328.23,328.46,328.77
215,328.54,328.96,330.72
216,328.66,329.02,330.71
217,328.74,328.96,329.96
218,329.17,329.36,329.69
219,329.22,329.41,329.91
220,329.39,329.64,331.12
221,329.39,329.62,331.66
222,329.72,330.15,331.12
223,329.66,330.11,331.55
224,330.12,330.31,330.77
225,329.97,330.30,330.73
226,330.33,330.51,330.89
227,330.38,330.60,331.21
228,330.47,330.68,331.16
229,330.41,330.62,331.03
230,330.74,330.98,331.42
231,330.86,331.11,331.30
232,331.13,331.26,331.57
233,331.19,331.35,331.72
234,331.42,331.57,331.87
235,331.45,331.65,331.96
236,331.59,331.80,332.02
237,332.41,332.83,334.83
238,332.76,333.01,333.71
239,332.75,332.95,333.38
240,332.73,332.94,333.53
241,332.67,332.94,333.35
242,332.80,333.48,334.92
243,333.66,333.89,334.31
244,333.77,334.07,335.47
245,333.74,334.00,334.53
246,334.10,334.34,335.05
247,334.26,334.89,336.55
248,335.50,335.74,336.11
249,335.69,335.93,338.06
250,335.97,336.17,337.32
251,335.95,336.15,336.90
252,336.04,336.23,336.68
253,336.06,336.27,336.90
254,335.46,336.21,338.43
255,335.22,335.53,335.96
256,335.31,335.57,336.14
