ICOUNT,MIN,AVG,MAX
181,343.92,344.16,345.07
182,343.94,344.12,344.77
183,344.32,344.51,344.91
184,344.29,344.53,344.74
185,344.49,344.61,344.77
186,344.57,344.72,345.14
187,344.82,345.00,345.16
188,344.84,344.98,345.13
189,344.88,345.06,345.30
190,344.99,345.12,345.61
191,346.26,347.02,348.46
192,344.03,345.20,347.30
193,345.56,345.96,347.29
194,345.84,346.04,346.34
195,346.18,346.38,346.61
196,346.27,346.41,346.90
197,346.34,346.49,347.34
198,346.46,346.65,347.09
199,346.96,347.25,348.80
200,347.12,347.29,348.08
201,347.24,347.60,347.93
202,347.87,348.09,349.18
203,348.35,348.90,350.13
204,348.59,348.75,349.11
205,349.17,350.17,350.98
206,349.99,350.60,351.97
207,350.56,350.74,351.86
208,349.12,350.00,352.84
209,351.37,351.79,353.12
210,352.80,352.99,353.86
211,352.68,352.88,353.46
212,353.10,353.48,353.66
213,353.15,353.47,357.72
214,354.78,355.16,356.58
215,355.16,355.30,355.55
216,355.22,356.21,357.18
217,356.62,357.38,357.58
218,357.10,357.28,357.52
219,356.33,357.40,358.81
220,355.88,356.34,357.76
221,356.87,357.03,357.24
222,357.62,358.04,359.84
223,358.89,359.04,359.57
224,358.80,359.02,360.06
225,359.39,359.57,360.12
226,359.71,360.29,361.31
227,359.53,360.38,361.04
228,359.51,359.73,361.03
229,360.17,360.35,361.22
230,359.28,360.86,361.65
231,361.65,361.81,362.26
232,359.98,360.82,361.96
233,362.10,362.28,362.44
234,362.99,363.15,363.45
235,363.57,363.81,364.10
236,363.86,364.79,365.80
237,365.06,365.36,366.78
238,366.01,366.17,366.66
239,367.70,367.94,368.29
240,367.89,368.22,369.36
241,367.71,368.67,369.80
242,367.04,367.81,370.09
243,366.83,367.36,369.22
244,369.60,369.86,370.83
245,370.25,370.50,371.02
246,370.90,371.12,371.51
247,371.80,372.01,372.52
248,371.65,371.99,372.62
249,372.25,372.40,372.61
250,373.02,373.85,374.89
251,374.32,374.63,375.22
252,374.11,374.55,375.90
253,374.46,374.81,376.21
254,374.93,375.37,375.92
255,375.06,375.39,377.21
256,374.92,375.58,376.06
