ICOUNT,MIN,AVG,MAX
139,340.34,340.71,341.62
140,340.57,341.01,342.01
141,340.83,341.16,341.62
142,340.81,341.05,341.61
143,340.56,340.91,341.56
144,340.71,341.03,341.58
145,340.59,340.84,341.14
146,341.01,341.23,341.79
147,341.04,341.32,342.43
148,341.34,341.54,341.84
149,341.35,341.79,343.19
150,341.71,341.96,342.92
151,341.66,341.95,342.82
152,342.03,342.27,343.02
153,341.96,342.24,342.81
154,342.17,342.48,342.93
155,343.08,343.49,344.47
156,342.57,342.93,344.09
157,344.06,344.29,344.89
158,343.67,344.15,345.07
159,344.53,344.79,346.34
160,344.60,345.13,345.81
161,344.83,345.13,346.82
162,345.47,345.67,346.21
163,345.24,345.48,345.88
164,344.45,345.30,347.09
165,344.92,345.50,346.28
166,345.08,347.48,349.77
167,347.90,348.28,349.12
168,348.28,348.52,349.02
169,348.38,348.61,350.06
170,348.47,348.73,349.88
171,348.35,348.64,349.08
172,348.53,348.77,349.20
173,348.98,349.16,349.62
174,347.60,348.99,349.70
175,347.48,347.72,348.14
176,347.65,347.96,348.43
177,347.72,347.95,348.30
178,348.03,348.38,350.19
179,348.16,348.43,349.61
180,348.46,348.70,350.03
181,348.43,348.82,349.32
182,349.03,349.20,349.61
183,349.38,349.56,349.99
184,349.42,349.65,350.08
185,349.63,350.34,351.74
186,350.98,351.16,352.27
187,350.13,350.61,351.56
188,351.11,351.32,352.04
189,351.30,351.63,352.86
190,351.24,351.57,352.46
191,351.51,351.74,354.01
192,352.81,353.03,353.42
193,353.12,353.27,353.79
194,353.07,353.27,353.66
195,352.09,352.79,354.29
196,350.68,351.57,352.73
197,349.46,350.27,352.18
198,349.70,349.96,350.78
199,349.98,350.18,351.37
200,350.07,350.40,351.89
201,350.27,350.49,351.02
202,350.13,350.36,350.84
203,350.24,350.53,351.09
204,350.43,350.61,350.99
205,350.66,350.81,351.36
206,350.65,351.19,352.33
207,351.46,351.71,353.29
208,349.11,350.79,352.48
209,351.79,352.02,352.65
210,351.82,352.02,352.41
211,352.03,352.22,352.66
212,352.04,352.31,353.52
213,351.26,351.49,352.35
214,352.31,352.57,353.61
215,352.48,352.68,353.15
216,352.60,352.76,353.21
217,352.88,353.02,353.41
218,352.92,353.06,353.47
219,353.07,353.22,353.72
220,353.14,353.29,353.87
221,353.54,353.77,354.26
222,353.29,353.86,355.28
223,353.39,353.87,355.47
224,353.85,354.04,354.66
225,354.09,354.29,354.83
226,353.96,355.53,357.76
227,355.95,356.15,356.95
228,356.09,356.26,356.82
229,356.36,357.59,359.08
230,356.45,357.02,358.83
231,358.20,358.37,358.94
232,356.94,357.96,359.89
233,357.09,357.29,358.05
234,357.33,357.48,358.08
235,357.56,357.82,358.36
236,358.78,359.54,360.59
237,359.48,359.65,360.16
238,358.55,359.04,360.32
239,358.68,358.89,359.30
240,356.79,357.84,358.84
241,358.38,359.30,360.92
242,359.59,359.86,361.84
243,359.79,360.01,360.98
244,359.95,360.22,361.47
245,360.56,360.81,361.26
246,359.37,360.52,361.37
247,360.63,361.15,362.53
248,361.57,361.74,362.23
249,361.93,362.15,362.92
250,362.09,362.29,362.94
251,362.52,362.80,363.79
252,362.71,362.90,363.38
253,363.76,363.93,364.30
254,362.99,363.15,363.62
255,362.83,363.02,363.49
256,363.15,363.41,364.59
