ICOUNT,MIN,AVG,MAX
92,196.89,197.39,197.74
93,196.76,197.25,197.53
94,198.44,198.90,199.22
95,198.76,199.25,199.58
96,198.70,199.23,199.55
97,199.32,199.84,200.11
98,199.95,200.48,200.85
99,200.17,200.64,200.90
100,200.09,200.60,201.05
101,200.96,201.45,201.90
102,201.52,202.04,202.38
103,202.35,202.45,202.79
104,202.21,202.73,203.10
105,202.65,203.17,203.50
106,203.03,203.58,203.88
107,203.82,204.33,204.68
108,203.58,204.10,204.44
109,203.95,204.51,204.82
110,204.48,205.00,205.38
111,205.24,205.78,206.10
112,205.15,205.72,206.00
113,205.62,206.14,206.39
114,206.21,206.69,207.13
115,206.92,207.47,207.76
116,206.88,207.38,207.69
117,207.33,207.84,208.20
118,207.81,208.38,208.72
119,208.54,209.09,209.49
120,208.65,209.19,209.46
121,208.64,209.23,209.64
122,209.13,209.73,210.09
123,209.96,210.54,210.89
124,209.86,210.39,210.89
125,210.27,210.87,211.51
126,210.72,211.36,212.03
127,211.77,211.85,211.97
128,211.51,212.14,212.51
129,211.95,212.60,213.05
130,221.97,222.73,223.34
131,227.03,228.19,229.14
132,248.31,249.82,251.92
133,268.40,271.81,275.38
134,309.50,310.85,314.92
135,344.58,345.07,345.56
136,341.79,343.14,345.56
137,344.39,345.13,345.90
138,344.99,345.55,346.70
139,345.27,345.73,346.15
140,345.05,345.55,346.15
141,343.76,344.58,345.87
142,344.19,344.72,345.37
143,345.47,345.96,346.49
144,345.43,346.01,346.52
145,345.40,345.93,346.36
146,344.40,345.31,346.50
147,344.38,344.87,345.31
148,344.55,345.03,345.57
149,344.16,344.85,345.15
150,344.67,345.22,345.52
151,343.99,344.54,345.18
152,344.23,344.76,345.13
153,344.06,344.64,345.14
154,344.57,345.05,345.55
155,344.66,345.13,345.65
156,344.70,345.33,345.87
157,344.44,345.05,345.42
158,344.87,345.49,346.00
159,344.92,345.47,345.96
160,345.14,345.70,346.03
161,344.95,345.95,348.23
162,347.26,347.78,348.25
163,347.23,347.79,348.21
164,346.39,348.39,352.53
165,346.15,346.79,347.69
166,346.30,347.01,348.76
167,346.34,346.89,347.34
168,346.81,347.26,347.88
169,346.49,347.04,347.41
170,347.00,348.77,350.41
171,346.45,347.97,348.61
172,346.81,347.35,348.12
173,346.53,347.04,347.67
174,346.94,347.42,347.83
175,346.99,347.44,347.97
176,347.31,347.83,348.35
177,346.99,347.56,347.95
178,347.15,347.79,348.83
179,346.76,347.59,350.56
180,348.45,349.06,349.84
181,347.91,348.63,349.37
182,347.55,348.18,348.58
183,348.04,348.47,348.94
184,348.38,348.91,349.53
185,348.19,349.08,350.63
186,348.95,349.69,351.23
187,349.27,349.91,351.11
188,348.89,349.91,350.41
189,349.55,350.22,351.87
190,349.94,352.21,354.47
191,351.82,354.06,355.53
192,350.08,350.81,352.21
193,351.04,351.88,352.98
194,352.20,352.74,353.27
195,352.44,353.13,355.55
196,352.45,353.38,354.40
197,352.05,353.48,354.81
198,354.24,354.79,356.02
199,353.71,354.55,355.45
200,353.60,354.59,355.55
201,352.78,354.79,355.51
202,353.54,354.15,354.58
203,354.03,354.58,355.01
204,353.85,354.49,354.98
205,354.55,355.40,356.63
206,355.11,356.42,358.49
207,356.32,356.86,357.80
208,355.73,356.82,357.29
209,356.94,357.40,357.88
210,357.60,358.23,358.69
211,358.02,359.14,359.50
212,356.23,357.56,358.17
213,356.75,357.72,358.62
214,358.24,359.45,360.64
215,358.01,359.50,360.28
216,358.48,359.14,359.59
217,358.58,359.17,359.44
218,357.46,358.55,359.57
219,357.54,358.82,359.90
220,358.87,360.47,360.95
221,360.34,361.58,363.56
222,363.01,363.60,364.16
223,362.28,363.89,364.33
224,363.93,364.52,364.95
225,363.12,364.01,365.16
226,364.34,365.25,365.89
227,363.21,364.42,365.36
228,364.96,365.52,366.04
229,364.30,365.74,366.57
230,366.38,366.88,367.33
231,365.43,366.52,368.05
232,366.40,366.90,367.49
233,365.89,367.00,367.48
234,366.59,367.78,368.16
235,366.82,367.16,368.41
236,367.27,368.41,369.48
237,368.49,369.03,369.42
238,369.39,369.96,370.39
239,370.51,371.47,372.60
240,370.10,371.49,372.22
241,371.48,372.18,372.59
242,372.42,373.04,373.62
243,371.80,373.22,373.98
244,371.46,373.32,374.00
245,373.32,373.89,374.27
246,374.06,374.69,375.44
247,374.85,375.48,375.95
248,373.58,374.75,377.11
249,375.51,376.16,377.35
250,376.39,377.53,378.86
251,377.09,377.75,378.27
252,376.80,377.56,378.77
253,378.38,379.04,379.48
254,380.86,383.79,384.71
255,382.47,383.02,383.56
