ICOUNT,MIN,AVG,MAX
88,166.22,166.31,166.44
89,166.23,166.33,166.87
90,166.18,166.32,166.42
91,166.25,166.35,166.80
92,166.28,166.34,166.41
93,166.33,166.42,167.03
94,166.31,166.41,166.47
95,166.32,166.40,166.51
96,166.35,166.42,166.94
97,166.35,166.43,166.49
98,166.38,166.46,166.95
99,166.38,166.47,166.58
100,166.39,166.51,166.97
101,166.51,166.58,166.67
102,166.62,166.72,167.25
103,166.93,167.19,167.30
104,168.12,168.24,168.73
105,171.48,171.67,171.79
106,174.00,174.32,174.60
107,175.94,176.23,177.41
108,177.11,177.25,177.69
109,177.92,178.58,179.07
110,178.83,179.03,179.57
111,178.84,179.23,179.82
112,179.25,179.46,179.93
113,179.57,179.77,179.96
114,179.89,180.10,180.71
115,180.11,180.33,180.54
116,180.49,180.69,180.99
117,180.80,180.96,181.18
118,181.12,181.56,182.36
119,181.51,181.67,182.08
120,181.70,181.88,182.42
121,182.00,182.16,182.74
122,182.24,182.58,183.93
123,182.63,182.90,183.09
124,183.09,183.25,183.85
125,183.38,183.49,183.62
126,183.54,183.67,184.07
127,183.71,183.81,183.92
128,183.47,183.86,184.60
129,183.71,183.96,184.52
130,183.99,184.24,184.43
131,184.36,184.51,185.10
132,184.66,184.78,184.97
133,184.80,184.93,185.52
134,184.96,185.18,185.33
135,185.39,185.56,186.81
136,187.14,187.28,187.40
137,187.71,187.85,188.42
138,187.61,187.78,188.00
139,187.91,188.05,188.43
140,188.27,188.38,188.51
141,188.63,188.74,189.21
142,188.95,189.09,189.28
143,189.35,189.49,190.01
144,189.61,189.72,189.83
145,189.80,189.93,190.37
146,190.24,190.55,191.09
147,190.35,190.73,191.17
148,190.83,190.98,191.49
149,191.32,191.45,191.84
150,191.47,191.60,192.17
151,191.69,191.78,191.89
152,191.84,191.94,192.42
153,192.08,192.23,192.37
154,192.40,192.57,193.16
155,192.82,192.98,193.21
156,193.26,193.35,193.81
157,193.44,193.58,193.93
158,193.62,193.91,194.73
159,194.03,194.41,194.90
160,194.49,194.63,194.82
161,194.85,195.01,195.54
162,196.47,196.61,196.86
163,196.87,196.98,197.43
164,197.13,197.24,197.43
165,197.17,197.50,198.16
166,197.09,197.36,197.95
167,197.63,197.74,197.88
168,198.02,198.15,198.75
169,198.43,198.52,198.67
170,198.62,198.74,199.21
171,198.94,199.03,199.16
172,199.29,199.43,199.99
173,199.74,199.83,199.94
174,200.07,200.81,201.68
175,201.29,201.43,201.94
176,201.58,201.69,201.81
177,201.85,201.95,202.46
178,202.05,202.17,202.28
179,202.28,202.47,202.83
180,202.70,202.83,203.41
181,203.02,203.19,203.35
182,203.34,203.45,203.93
183,203.16,203.34,203.73
184,203.50,203.63,204.21
185,203.92,204.03,204.18
186,204.15,204.35,204.80
187,204.61,204.75,205.18
188,204.92,205.13,205.26
189,206.87,206.96,207.50
190,207.22,207.31,207.47
191,207.50,207.74,208.24
192,207.86,207.96,208.14
193,208.18,208.45,208.79
194,208.70,208.86,209.25
195,209.23,209.51,209.65
196,209.62,209.99,210.98
197,211.03,211.13,211.24
198,211.06,211.27,211.86
199,211.89,212.13,212.59
200,213.57,213.77,214.19
201,216.68,216.84,217.34
202,219.76,220.09,220.59
203,226.80,227.01,227.20
204,236.74,237.00,237.52
205,258.10,258.43,259.01
206,274.61,274.91,275.17
207,291.91,292.24,292.55
208,312.61,312.96,313.43
209,327.75,328.13,328.63
210,330.98,331.41,331.78
211,341.04,341.27,341.81
212,342.81,343.14,343.57
213,345.66,345.88,346.33
214,345.74,346.00,347.45
215,347.09,347.30,348.05
216,346.95,347.61,348.53
217,347.89,348.48,348.95
218,347.47,347.70,348.26
219,347.71,348.55,351.33
220,350.61,350.79,351.47
221,351.41,351.71,352.13
222,350.91,351.19,351.75
223,350.26,350.43,350.95
224,350.49,350.68,351.21
225,351.18,351.36,351.90
226,351.24,352.47,354.81
227,354.25,354.41,354.77
228,353.03,353.23,354.44
229,353.53,353.77,354.57
230,353.55,353.74,354.20
231,353.93,354.11,354.73
232,353.89,354.36,354.85
233,353.80,353.99,354.52
234,353.94,354.13,354.60
235,354.29,354.50,354.91
236,354.88,355.05,355.59
237,354.59,355.14,355.59
238,354.63,354.83,355.34
239,355.05,355.19,355.62
240,355.41,355.56,356.26
241,355.84,356.02,356.55
242,347.98,348.12,348.69
243,348.20,348.33,348.76
244,348.47,348.60,349.20
245,348.84,348.93,349.46
246,349.04,349.14,349.66
247,349.28,349.69,353.82
248,352.20,352.31,352.75
249,352.32,352.43,352.87
250,352.53,352.65,353.09
251,352.65,352.75,353.24
252,352.36,352.96,353.45
253,351.14,353.23,356.26
254,353.21,353.35,354.44
255,353.49,353.59,354.06
