ICOUNT,MIN,AVG,MAX
125,175.50,176.05,176.45
126,175.85,176.33,176.64
127,176.02,176.50,177.00
128,176.11,176.74,177.07
129,176.41,176.92,177.31
130,176.97,177.40,177.71
131,177.18,177.57,177.96
132,177.22,177.76,178.18
133,177.41,177.88,178.26
134,177.35,177.95,178.36
135,177.67,178.14,178.60
136,177.96,178.42,178.75
137,178.10,178.56,179.06
138,178.44,179.00,179.34
139,179.46,180.23,180.88
140,180.01,180.48,180.76
141,179.33,180.17,181.54
142,180.70,181.57,181.96
143,180.87,181.44,181.99
144,180.91,181.56,182.13
145,181.26,181.80,182.44
146,181.82,182.29,182.55
147,181.88,182.39,183.01
148,182.00,182.57,182.85
149,182.06,182.67,183.05
150,182.51,183.04,183.17
151,182.63,183.16,183.65
152,182.83,183.35,183.90
153,182.92,183.34,183.77
154,183.36,184.29,185.01
155,184.24,184.75,185.06
156,184.51,185.00,185.41
157,184.50,185.08,185.45
158,184.99,185.57,186.00
159,185.20,185.77,186.00
160,185.46,186.03,186.59
161,185.51,186.12,186.45
162,185.52,186.02,186.60
163,185.65,186.22,186.61
164,186.00,186.53,186.99
165,185.98,186.69,187.19
166,186.79,188.19,189.92
167,188.01,188.58,189.01
168,188.51,188.96,189.72
169,188.42,188.98,189.32
170,188.81,189.48,189.84
171,189.16,189.91,190.55
172,189.11,189.90,190.65
173,189.17,189.76,190.18
174,191.02,191.57,191.90
175,191.11,191.71,192.21
176,191.39,191.96,192.24
177,191.49,192.08,192.38
178,192.02,192.56,192.91
179,192.13,192.66,193.16
180,192.35,192.96,193.35
181,192.34,193.02,193.50
182,193.03,193.53,193.87
183,193.09,193.67,194.07
184,193.29,193.92,194.32
185,193.45,194.10,194.44
186,194.16,194.78,195.15
187,194.30,194.82,195.07
188,194.76,195.36,195.82
189,194.96,195.57,195.96
190,195.56,196.17,196.60
191,195.62,196.28,196.64
192,196.23,196.80,197.15
193,196.25,196.85,197.19
194,197.09,197.64,198.05
195,197.04,197.65,198.02
196,197.66,198.28,198.59
197,197.74,198.31,198.67
198,198.64,199.25,199.51
199,198.81,199.42,199.86
200,199.75,200.31,200.69
201,199.85,200.42,200.78
202,206.47,207.08,207.56
203,207.29,207.95,208.30
204,214.55,215.22,215.69
205,212.18,212.73,213.26
206,260.54,261.07,261.39
207,263.76,264.37,264.70
208,288.53,289.12,289.55
209,300.96,301.80,302.47
210,319.74,320.18,321.45
211,323.03,323.51,324.29
212,333.31,333.92,335.21
213,335.14,336.52,338.69
214,336.80,337.36,337.66
215,337.07,338.86,341.64
216,338.38,339.89,341.98
217,338.46,338.95,339.85
218,336.95,338.27,339.47
219,337.00,337.53,338.11
220,337.09,337.69,338.11
221,337.21,337.79,338.21
222,337.69,338.28,338.61
223,337.50,338.24,339.02
224,337.36,338.05,338.49
225,337.97,338.55,340.85
226,338.58,339.09,339.41
227,338.78,339.15,339.57
228,338.46,339.12,339.54
229,338.77,339.26,339.58
230,339.41,339.89,340.39
231,339.42,339.91,340.20
232,339.39,339.98,340.35
233,339.79,340.31,340.73
234,340.07,340.56,340.95
235,339.94,340.52,340.91
236,340.20,340.69,341.01
237,340.31,340.84,341.29
238,340.88,341.46,341.80
239,341.01,341.50,342.00
240,340.84,341.47,341.93
241,341.38,341.89,342.38
242,342.55,343.19,343.55
243,342.63,343.25,343.78
244,342.53,343.08,343.55
245,343.09,343.59,343.98
246,343.31,347.07,350.32
247,347.39,347.90,348.21
248,347.34,347.54,347.84
249,344.96,346.83,348.65
250,345.26,345.80,346.23
251,345.30,345.84,346.22
252,345.42,345.93,346.27
253,345.64,346.12,346.48
254,346.25,346.72,347.10
255,346.42,346.77,347.15
